0,2
-2.219,4
-2.5615,6
-1.8049,7
-1.8049,12
-1.8049,15
-3.2905,16
-1.8049,17
-1.8049,18
-2.0038,19
-1.8049,23
-2.4466,24
-1.8049,25
-1.8049,27
-1.8049,28
-1.8049,32
-1.8049,34
-1.8049,37
-1.8049,39
2.8186,40
