0,0,0
-7.9654,-3.7095,1.5435
-8.0317,-2.3558,1.2693
-8.6153,-1.7912,1.5224
-7.9904,-5.0637,3.6954
-10.571,-4.1593,5.0157
-8.2955,-2.0686,1.3387
-6.1802,-2.071,1.1581
-5.9453,-4.8105,1.6275
-0.54227,-1.1188,1.1809
-0.91762,-7.1648,3.964
-7.9188,-2.5549,2.0305
-10.537,-2.3112,1.3663
-0.77026,-2.7077,1.3234
-0.66487,-2.3525,1.2686
-5.931,-1.5101,1.4008
-8.3543,-1.5145,1.5607
-0.59988,-3.487,1.3742
-10.133,-1.2366,1.2684
-0.46323,-1.6256,1.2193
